week_number,sales_depot_id,sales_channel_id,route_id,client_id,product_id,town,state,client_type,client_name,short_name,brand,weight,pieces,sales_unit_this_week,sales_this_week,returns_unit_next_week,returns_next_week,Real - Procura,Pred - Procura,Pred - Probabilidade de Procura,Pred - Procura - Descrição
6,1461,1,1001,143659,35571,2457 DELICIAS BIMBO,CHIHUAHUA,Small Franchise,LOS JAZMINES,Pan Integral ,BIM,675.0,unknown,8,171.12,0,0.0,1.0,0,0.48512372,Procura Baixa
3,2014,1,1102,356195,1242,2151 ACAPULCO ESCENICA,GUERRERO,Individual,GODOY,Donitas Espolvoreadas ,BIM,105.0,6.0,7,53.48,0,0.0,1.0,1,0.6654808,Procura Alta
5,1911,1,2055,2156950,37058,2309 NORTE,JALISCO,Individual,PEDRO VARGAS TOLENTINO,Choco Roles ,MLA,80.0,2.0,14,105.0,0,0.0,1.0,1,0.8242182,Procura Alta
3,1614,1,4403,338485,35456,2355 JALAPA I,VERACRUZ,Individual,ENTI,Dalmata ,MLA,55.0,1.0,10,45.4,0,0.0,1.0,1,0.6846356,Procura Alta
4,1420,1,1206,20770,34213,2478 SAN NICOLAS,NUEVO LEÓN,Individual,ABTS MARTINEZ,Pan Blanco ,BIM,640.0,unknown,2,39.88,0,0.0,0.0,1,0.6546815,Procura Alta
4,22362,1,1162,282008,1216,2362 AG.PACHUCA,HIDALGO,General Market/Mart,LA PROVIDENCIA,Roles Glass ,BIM,135.0,2.0,6,50.28,0,0.0,1.0,0,0.41932315,Procura Baixa
5,2014,1,4416,356041,43316,2151 ACAPULCO ESCENICA,GUERRERO,Individual,DIANA,Submarinos Vainilla ,MLA,105.0,3.0,2,16.3,0,0.0,0.0,0,0.27162486,Procura Baixa
4,1310,1,1052,98587,3678,2260 GONZALEZ GALLO,JALISCO,Hospital/Pharmacy,FARMACIA PLUS,Bimbollos ,BIM,450.0,8.0,6,113.16,0,0.0,1.0,1,0.5084198,Procura Alta
3,2013,1,2007,659045,43066,2177 AGENCIA SUANDY,ESTADO DE MÉXICO,Individual,JOSE LUIS ZARAGOZA,Pay Pina ,MLA,85.0,1.0,4,38.52,0,0.0,1.0,0,0.27397364,Procura Baixa
3,1220,1,1203,1498466,1240,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO,Small Franchise,EL QUISITO,Mantecadas Vainilla ,BIM,125.0,4.0,5,41.9,0,0.0,1.0,1,0.68871444,Procura Alta
5,1253,5,3005,653378,49738,2175 TOLUCA AEROPUERTO,ESTADO DE MÉXICO,Consignment,PUEBLA REMISION,Powerade Mora ,CC,500.0,unknown,30,362.1,0,0.0,1.0,1,0.9520831,Procura Alta
3,1137,1,1461,219137,31423,2014 AG. NEZA,ESTADO DE MÉXICO,Small Franchise,LA PERLITA,Donas Azucar Tubo ,BIM,158.0,10.0,14,149.66,0,0.0,1.0,0,0.48442784,Procura Baixa
4,3214,1,1612,350328,47124,2017 AG. SANTA CLARA,ESTADO DE MÉXICO,Individual,MICHELIN,Semitas Rediseno ,TR,120.0,2.0,2,20.96,0,0.0,0.0,0,0.27131978,Procura Baixa
3,1470,1,5524,1949836,43039,2515 CAVAZOS,NUEVO LEÓN,Small Franchise,LOS PINOS,Cuernitos ,TR,100.0,unknown,0,0.0,1,8.38,0.0,0,0.41236714,Procura Baixa
5,2029,1,1023,2364568,1182,2161 IRAPUATO GUADALUPE,GUANAJUATO,Supermarket,SUPER COMPRAS 3,Tostado ,BIM,210.0,unknown,18,250.92,0,0.0,1.0,1,0.7910064,Procura Alta
5,1223,1,1050,448810,46772,2070 AG. XOCHIMILCO 1,"MÉXICO, D.F.",General Market/Mart,LOCAL 17,Pan Molido ,BIM,210.0,unknown,16,142.72,0,0.0,1.0,1,0.82911295,Procura Alta
6,1116,1,4424,174266,32861,2011 AG. SAN ANTONIO,"MÉXICO, D.F.",Individual,YEYO,Chocochispas ,LAR,80.0,unknown,7,38.22,0,0.0,1.0,1,0.73081505,Procura Alta
5,4017,4,4706,7885932,43066,2481 WONDER GUERRERO,NUEVO LEÓN,Oxxo Store,OXXO ECHEVERRIA,Pay Pina ,MLA,85.0,1.0,11,120.45,0,0.0,1.0,1,0.7248639,Procura Alta
4,1456,4,4906,809594,31278,2505 TORREON,COAHUILA,Small Franchise,F GDL S274 TORREON ALLENDE,Rebanada ,BIM,110.0,4.0,5,36.0,0,0.0,1.0,1,0.85919064,Procura Alta
4,1456,4,4906,809594,31278,2505 TORREON,COAHUILA,Small Franchise,F  GDL S274 TORREON ALLENDE,Rebanada ,BIM,110.0,4.0,5,36.0,0,0.0,1.0,1,0.85919064,Procura Alta
5,1936,1,2154,4391125,31507,2300 LEON MILENIUM,GUANAJUATO,NO IDENTIFICADO,NO IDENTIFICADO,Polvoron ,MLA,113.0,6.0,1,6.25,0,0.0,0.0,1,0.56830645,Procura Alta
5,1215,1,4409,201015,43064,2049 AG. IZTAPALAPA 1,"MÉXICO, D.F.",Individual,OLIVIA,Submarinos Fresa ,MLA,105.0,3.0,2,16.3,0,0.0,0.0,0,0.31461787,Procura Baixa
6,1150,4,6609,47423,4245,2011 AG. SAN ANTONIO,"MÉXICO, D.F.",Individual,TIENDA EXTRA POPOCATEPETL,Conchas ,TR,120.0,2.0,6,71.52,0,0.0,1.0,1,0.83933896,Procura Alta
6,1111,1,1628,39292,3609,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Small Franchise,LA NUEVA FAVORITA,Mantecadas Chocolate ,TR,47.5,3.0,8,71.84,0,0.0,1.0,1,0.6581926,Procura Alta
5,4049,1,1134,1765903,45112,2505 TORREON,COAHUILA,Individual,CLAUDIA ALEJANDRA,Conchas ,TR,180.0,3.0,3,37.77,0,0.0,0.0,0,0.36307997,Procura Baixa
6,1333,1,2024,64558,32303,2258 COLIMA BIMBO,COLIMA,General Market/Mart,ABARROTES MARI,Bigotes Chocolate ,TR,60.0,unknown,2,12.0,0,0.0,0.0,0,0.30849192,Procura Baixa
5,1344,1,1124,2104650,1240,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ,Fresh Market,FRUTAS Y VERDURAS,Mantecadas Vainilla ,BIM,125.0,4.0,6,50.28,0,0.0,1.0,1,0.8151781,Procura Alta
3,2030,1,2156,375316,32940,2165 LEON SAN JUAN BOSCO,GUANAJUATO,Individual,ABA VALDINA,Principe Choc Bco ,MLA,110.0,10.0,4,31.12,0,0.0,1.0,1,0.5071659,Procura Alta
6,1123,1,1413,493800,31423,2094 CHALCO_BM,ESTADO DE MÉXICO,Individual,CESARIN,Donas Azucar Tubo ,BIM,158.0,10.0,9,96.21,0,0.0,1.0,0,0.49091476,Procura Baixa
3,1137,1,4419,226797,43285,2014 AG. NEZA,ESTADO DE MÉXICO,Individual,LEO,Gansito ,MLA,50.0,1.0,20,105.6,0,0.0,1.0,1,0.97846735,Procura Alta
3,1121,1,4417,111638,35113,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,LA BODEGUITA,Deliciosas Vainilla ,LAR,180.0,unknown,3,28.05,0,0.0,0.0,0,0.44137624,Procura Baixa
3,1332,1,2161,2277140,31467,2255 CD GUZMAN,JALISCO,Individual,ALICIA GARCIA LOPEZ,Principe Tubo ,MLA,152.0,14.0,5,49.95,0,0.0,1.0,0,0.42486528,Procura Baixa
6,1121,1,1451,456102,1064,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,GABRIEL MARINA,Panque Marmol ,BIM,255.0,unknown,3,50.01,2,33.34,0.0,0,0.41426298,Procura Baixa
5,2034,1,1209,4242474,1284,2167 MORELIA LA HUERTA,MICHOACÁN,NO IDENTIFICADO,NO IDENTIFICADO,Rebanada ,BIM,55.0,2.0,30,90.6,0,0.0,1.0,1,0.9660185,Procura Alta
6,1462,1,1014,1858298,34215,2454 CUAHUTEMOC,CHIHUAHUA,General Market/Mart,ABARROTES LUPITA,Pan Blanco Chico ,BIM,360.0,unknown,2,30.02,0,0.0,0.0,0,0.46375504,Procura Baixa
4,1119,1,1453,77114,35651,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,Small Franchise,LA CORONITA,Madalenas ,BIM,93.0,3.0,22,165.0,0,0.0,1.0,1,0.9493886,Procura Alta
4,1335,1,5001,337661,32303,2264 MANZANILLO BIMBO,COLIMA,Individual,DONA ELOISA,Bigotes Chocolate ,TR,60.0,unknown,4,24.0,0,0.0,1.0,0,0.4316856,Procura Baixa
4,2030,1,1156,4650875,32819,2165 LEON SAN JUAN BOSCO,GUANAJUATO,NO IDENTIFICADO,NO IDENTIFICADO,Chocodonitas ,BIM,102.0,6.0,2,17.78,0,0.0,0.0,0,0.4372248,Procura Baixa
4,1212,1,1023,171129,4910,2064 AG. TEPALCATES 1,"MÉXICO, D.F.",Supermarket,SUPER ABTS  TED,Empanizador Crujiente ,BIM,175.0,unknown,5,44.6,0,0.0,1.0,1,0.86538726,Procura Alta
6,1120,1,1607,16734,3609,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Small Franchise,LA JALISCIENCE,Mantecadas Chocolate ,TR,47.5,3.0,10,89.8,0,0.0,1.0,1,0.6752087,Procura Alta
4,1530,1,1104,8160707,1230,2552 CABORCA,SONORA,Individual,SONIA,Panque Pasas ,BIM,255.0,unknown,1,16.67,0,0.0,0.0,0,0.147507,Procura Baixa
4,1111,1,1419,61698,48417,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Individual,GINA,Bran Frut Fresa ,BIM,48.0,unknown,5,22.9,0,0.0,1.0,1,0.9115254,Procura Alta
4,1111,1,1025,1034816,1125,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Eatery,CREMERIA LA VAQUITA,Tortillinas ,TR,255.0,10.0,6,57.6,0,0.0,1.0,1,0.95396847,Procura Alta
4,1153,1,2819,1630403,30575,2087 AG. TIZAYUCA,HIDALGO,General Market/Mart,MISCELANEA DORIS,Barritas Pina ,MLA,67.0,unknown,8,50.0,0,0.0,1.0,1,0.8277274,Procura Alta
3,2220,1,2122,312898,30574,2395 PLAYA DEL CARMEN,QUINTANA ROO,Small Franchise,EL CHINO,Barritas Pina ,MLA,67.0,unknown,6,41.64,0,0.0,1.0,1,0.8273173,Procura Alta
4,1337,1,2033,150167,32302,2277 ZACATECAS BIMBO,ZACATECAS,Supermarket,SUPER DEL SOL,Chocotorro Fresa ,MLA,50.0,1.0,1,4.44,0,0.0,0.0,1,0.72725564,Procura Alta
4,1138,1,1031,1807094,2233,2015 AG. ROJO GOMEZ,"MÉXICO, D.F.",Small Franchise,MODELORAMA JACK,Pan Blanco ,BIM,640.0,unknown,6,119.64,0,0.0,1.0,1,0.7994785,Procura Alta
3,2019,4,4701,859941,4280,2160 IGUALA,GUERRERO,Oxxo Store,OXXO ESTRELLA,Doraditas ,TR,110.0,unknown,18,122.76,0,0.0,1.0,1,0.9544317,Procura Alta
5,1113,1,1405,1373643,48421,2008 AG. LAGO FILT,"MÉXICO, D.F.",Individual,YESY,Bran Frut Pina ,BIM,48.0,unknown,9,41.22,0,0.0,1.0,1,0.7935524,Procura Alta
3,1112,1,1412,330869,1238,2004 AG. CUAUTITLAN,ESTADO DE MÉXICO,Small Franchise,LA GENEROSA,Panquecito Gota Choc ,BIM,140.0,2.0,5,49.15,0,0.0,1.0,1,0.5679024,Procura Alta
6,1121,1,1433,162528,1238,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Individual,GEMINIS I I,Panquecito Gota Choc ,BIM,140.0,2.0,3,29.49,0,0.0,0.0,1,0.67790914,Procura Alta
6,1121,1,1609,163898,303,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Individual,TIBETH,Dalmata ,MLA,55.0,1.0,2,9.08,0,0.0,0.0,1,0.7939524,Procura Alta
3,1381,4,6607,2128586,34053,2268 PALOMAR,JALISCO,Small Franchise,F  GDL S714 LOMA SUR INGRESO,Nito ,BIM,62.0,1.0,10,51.2,0,0.0,1.0,1,0.9902057,Procura Alta
4,1118,1,1414,81225,1278,2007 AG. LA VILLA,"MÉXICO, D.F.",Individual,RAMON VARGAS,Nito ,BIM,62.0,1.0,34,153.0,0,0.0,1.0,1,0.9905137,Procura Alta
5,1121,1,1408,366957,1309,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,LA BUENA SUERTE,Bimbunuelos ,BIM,66.0,4.0,16,108.16,0,0.0,1.0,1,0.80800784,Procura Alta
5,1310,1,1152,105375,972,2260 GONZALEZ GALLO,JALISCO,Small Franchise,MIGUEL ALCARAZ OCHOA,Roles Canela ,BIM,365.0,6.0,2,37.96,1,18.98,0.0,0,0.38841256,Procura Baixa
4,1420,1,1019,1561737,34208,2478 SAN NICOLAS,NUEVO LEÓN,Individual,JENNY,Tostado ,BIM,210.0,unknown,8,111.52,0,0.0,1.0,0,0.30348,Procura Baixa
3,2057,1,1218,208882,1160,2057 PUEBLA SUR MARINELA,PUEBLA,Individual,DICONSA,Bimbollos ,BIM,450.0,8.0,1,18.86,0,0.0,0.0,0,0.1991933,Procura Baixa
4,22560,1,1079,162116,1169,2560 LAS TORRES,SONORA,Individual,VICTORIA,Bimbollos Extra ,BIM,480.0,6.0,1,18.86,0,0.0,0.0,1,0.5529598,Procura Alta
3,1138,1,1035,386430,3631,2015 AG. ROJO GOMEZ,"MÉXICO, D.F.",Individual,CHIAPANECA,Pan Integral ,BIM,370.0,unknown,11,179.85,0,0.0,1.0,0,0.44691697,Procura Baixa
5,1311,1,1076,997368,1109,2273 SAN PEDRO,JALISCO,Individual,JOSE HIPOLITO RIOS VARGAS,Pan Blanco Chico ,BIM,360.0,unknown,8,120.08,0,0.0,1.0,1,0.6284658,Procura Alta
4,1236,1,1126,89158,1230,2056 PUEBLA NORTE MARINELA,PUEBLA,Individual,LORENA,Panque Pasas ,BIM,255.0,unknown,5,83.35,0,0.0,1.0,0,0.2686378,Procura Baixa
3,1945,1,1062,1092311,1146,2322 ZAMORA MADERO,MICHOACÁN,Individual,CRISTIAN RICARDO EREDIA ARROYO,Pan Integral ,BIM,675.0,unknown,6,128.34,0,0.0,1.0,1,0.69421595,Procura Alta
5,1122,1,1480,607025,1220,2019 AG. XALOSTOC,ESTADO DE MÉXICO,Small Franchise,REAL DEL MONTE,Colchones ,BIM,130.0,6.0,4,30.56,0,0.0,1.0,1,0.6197471,Procura Alta
5,1121,1,1050,2077981,31392,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,EL COMETA,Pan Doble Fibra ,BIM,640.0,unknown,1,22.22,0,0.0,0.0,0,0.17321749,Procura Baixa
5,1138,1,1038,4521860,3144,2015 AG. ROJO GOMEZ,"MÉXICO, D.F.",NO IDENTIFICADO,NO IDENTIFICADO,Pan Multigrano ,BIM,540.0,unknown,2,42.64,0,0.0,0.0,0,0.2104139,Procura Baixa
3,3212,1,2157,259890,43058,2031 AG. PANTITLAN,"MÉXICO, D.F.",Small Franchise,LA MAMA DE TARZAN,Sponch ,MLA,120.0,8.0,2,18.7,0,0.0,0.0,1,0.63749063,Procura Alta
4,1911,1,2152,4486227,30555,2309 NORTE,JALISCO,NO IDENTIFICADO,NO IDENTIFICADO,Suavicremas Vainilla ,MLA,84.0,unknown,1,5.38,0,0.0,0.0,0,0.17037503,Procura Baixa
4,1124,1,1073,391152,1160,2021 AG. XOCHIMILCO 2,"MÉXICO, D.F.",Individual,LUCY,Bimbollos ,BIM,450.0,8.0,5,94.3,0,0.0,1.0,0,0.45677048,Procura Baixa
5,1310,1,1180,90959,1242,2260 GONZALEZ GALLO,JALISCO,Small Franchise,JAIME CONTRERAS DE LA CERDA,Donitas Espolvoreadas ,BIM,105.0,6.0,4,30.56,0,0.0,1.0,1,0.84391415,Procura Alta
4,1120,1,2110,18724,30572,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Small Franchise,LA PERLA,Barritas Fresa ,MLA,67.0,unknown,20,125.0,0,0.0,1.0,1,0.92747307,Procura Alta
3,2031,1,1152,235687,1250,2178 URIANGATO,GUANAJUATO,Small Franchise,LA TIENDITA,Donas Azucar ,BIM,105.0,4.0,5,38.2,0,0.0,1.0,1,0.6196988,Procura Alta
5,1222,1,4454,40260,32864,2088 AG. CEYLAN,"MÉXICO, D.F.",Small Franchise,LA LUPITA,Chocochispas ,LAR,170.0,unknown,3,28.05,0,0.0,0.0,0,0.4233073,Procura Baixa
6,1121,1,2102,162548,30532,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Supermarket,SUPER MARI,Principe ,MLA,106.0,10.0,8,62.24,0,0.0,1.0,1,0.87181515,Procura Alta
3,1218,1,1212,418584,48417,2040 AG. CENTRO,"MÉXICO, D.F.",Individual,DON PEPE,Bran Frut Fresa ,BIM,48.0,unknown,9,41.22,0,0.0,1.0,1,0.8995812,Procura Alta
3,1331,1,2006,725644,43316,2254 AUTLAN_BM,JALISCO,Individual,FRANCISCA GARCIA Z,Submarinos Vainilla ,MLA,105.0,3.0,3,24.45,0,0.0,0.0,0,0.22199684,Procura Baixa
6,1137,1,4412,216267,43069,2014 AG. NEZA,ESTADO DE MÉXICO,Small Franchise,CRISTIAN Y CARLOS,Pinguinos ,MLA,80.0,2.0,5,37.05,0,0.0,1.0,1,0.8375538,Procura Alta
4,1137,1,1070,225953,693,2014 AG. NEZA,ESTADO DE MÉXICO,Small Franchise,EL CHINO,Tostada Plana ,MR,175.0,15.0,3,28.8,0,0.0,0.0,0,0.45489684,Procura Baixa
4,4017,4,4909,10752,43118,2481 WONDER GUERRERO,NUEVO LEÓN,General Market/Mart,7 ELEVEN M AZUETA,Mantecadas Nuez ,BIM,123.0,unknown,10,102.1,0,0.0,1.0,1,0.88656604,Procura Alta
3,1121,1,1619,163766,303,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,LAS AMERICAS,Dalmata ,MLA,55.0,1.0,23,104.42,0,0.0,1.0,1,0.7746867,Procura Alta
4,4010,1,1156,174991,43118,2487 AEROPUERTO,NUEVO LEÓN,Supermarket,MINI SUPER TAMEZ,Mantecadas Nuez ,BIM,123.0,unknown,6,59.46,0,0.0,1.0,1,0.74899167,Procura Alta
5,1635,1,1115,652423,972,2416 PACHUCA II,HIDALGO,Individual,VICTOR,Roles Canela ,BIM,365.0,6.0,2,37.96,0,0.0,0.0,0,0.28267705,Procura Baixa
6,1347,1,2183,565022,31471,2251 AGUASCALIENTES NORTE,AGUASCALIENTES,Individual,ANGELITA,Triki Trakes Tubo ,MLA,174.0,20.0,1,9.99,0,0.0,0.0,0,0.35498735,Procura Baixa
5,1138,1,2102,166227,35841,2015 AG. ROJO GOMEZ,"MÉXICO, D.F.",Small Franchise,EL FENIX,Triki Intenso ,MLA,80.0,unknown,5,34.6,0,0.0,1.0,1,0.7904628,Procura Alta
5,1419,1,1076,172680,34215,2467 LINCOLN,NUEVO LEÓN,Individual,ESCOBEDO,Pan Blanco Chico ,BIM,360.0,unknown,3,45.03,0,0.0,0.0,1,0.58655417,Procura Alta
6,1314,8,3410,2419715,31590,2263 LIBERTAD,JALISCO,Small Franchise,CAJA POPULAR SAN PABLO SC DE AP DE RL DE CV MATRIZ,Suavicremas Vainilla ,MLA,158.0,unknown,2,20.28,0,0.0,0.0,0,0.3773375,Procura Baixa
4,2055,1,1151,201703,32819,2055 Pinotepa,PUEBLA,Individual,LUPITA,Chocodonitas ,BIM,102.0,6.0,2,17.78,0,0.0,0.0,0,0.3524731,Procura Baixa
4,1112,1,4403,339634,32861,2004 AG. CUAUTITLAN,ESTADO DE MÉXICO,Individual,CHARLY,Chocochispas ,LAR,80.0,unknown,6,32.76,0,0.0,1.0,1,0.5328813,Procura Alta
5,1213,1,4481,50639,32864,2041 AG. TULTITLAN,ESTADO DE MÉXICO,Individual,CHELIS,Chocochispas ,LAR,170.0,unknown,4,37.4,0,0.0,1.0,0,0.4452483,Procura Baixa
5,4037,1,1167,1311004,43198,2499 REYNOSA MARINELA,TAMAULIPAS,Individual,LUPITA,Colchones ,BIM,130.0,6.0,2,15.28,0,0.0,0.0,0,0.35285482,Procura Baixa
5,1221,1,4401,1072110,40886,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,Hospital/Pharmacy,FARMACIA MONTE LIBANO,Marias ,LAR,170.0,unknown,8,46.08,0,0.0,1.0,1,0.95679736,Procura Alta
4,1477,4,7001,2252360,43209,2487 AEROPUERTO,NUEVO LEÓN,Oxxo Store,OXXO EL CAMPANARIO,Bimbunuelos ,BIM,66.0,4.0,6,40.32,0,0.0,1.0,1,0.9389649,Procura Alta
5,2055,1,1068,187619,1125,2055 Pinotepa,PUEBLA,Eatery,CREMERIA LUPITA,Tortillinas ,TR,255.0,10.0,18,172.8,0,0.0,1.0,1,0.9545677,Procura Alta
5,1212,1,1621,174402,303,2064 AG. TEPALCATES 1,"MÉXICO, D.F.",Individual,MARIA ELENA,Dalmata ,MLA,55.0,1.0,4,18.16,0,0.0,1.0,1,0.7789784,Procura Alta
5,1223,1,1050,448810,32322,2070 AG. XOCHIMILCO 1,"MÉXICO, D.F.",General Market/Mart,LOCAL 17,Tortilla Hna RB ,DH,260.0,10.0,4,32.0,0,0.0,1.0,0,0.48456943,Procura Baixa
4,1243,1,1011,5436,48421,2065 TOLUCA CENTRO,ESTADO DE MÉXICO,Small Franchise,MARIA DE LA LUZ PARRA,Bran Frut Pina ,BIM,48.0,unknown,3,13.74,0,0.0,0.0,1,0.5017318,Procura Alta
4,1243,1,1010,3188,1125,2065 TOLUCA CENTRO,ESTADO DE MÉXICO,Small Franchise,LA SIRENITA,Tortillinas ,TR,255.0,10.0,6,57.6,0,0.0,1.0,1,0.50305444,Procura Alta
4,1637,1,2111,1443869,30575,2367 SAN MARTIN T.,PUEBLA,Small Franchise,GRUPO GEBAHUE S A DE C V,Barritas Pina ,MLA,67.0,unknown,25,156.25,0,0.0,1.0,1,0.8812342,Procura Alta
4,1911,1,2032,609728,43040,2309 NORTE,JALISCO,Small Franchise,MARIA DE LOURDES SILVA,Doraditas ,TR,110.0,unknown,3,18.0,0,0.0,0.0,1,0.5578504,Procura Alta
4,1697,1,1041,109067,1125,2412 APAN,HIDALGO,Small Franchise,EL TRONCO,Tortillinas ,TR,255.0,10.0,6,57.6,1,9.6,1.0,1,0.86241,Procura Alta
5,1544,1,2012,2240456,43069,2561 LOS MOCHIS,SINALOA,Supermarket,SUPER LOS CUATES,Pinguinos ,MLA,80.0,2.0,20,148.2,0,0.0,1.0,1,0.79148364,Procura Alta
5,1312,1,2174,2169362,32934,2278 ZAPOPAN BIMBO,JALISCO,Individual,ALEJANDRO AGUILAR SAINS,Lors ,MLA,98.0,10.0,3,21.12,0,0.0,0.0,1,0.5176678,Procura Alta
3,1120,1,4417,19109,35107,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Small Franchise,LA VIENA,Deliciosas Vainilla ,LAR,75.0,unknown,6,32.76,0,0.0,1.0,1,0.6016942,Procura Alta
3,1690,11,3909,4450694,31466,2355 JALAPA I,VERACRUZ,NO IDENTIFICADO,NO IDENTIFICADO,Principe Tubo ,MLA,152.0,14.0,11,79.2,0,0.0,1.0,1,0.56301004,Procura Alta
5,1333,1,2129,1500816,35635,2258 COLIMA BIMBO,COLIMA,Small Franchise,MA  GUADALUPE CARRILLO,Deliciosas Betunadas ,LAR,180.0,unknown,1,9.35,0,0.0,0.0,0,0.37696603,Procura Baixa
3,1121,1,2115,167357,31507,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,LA ESCONDIDA,Polvoron ,MLA,113.0,6.0,6,37.5,0,0.0,1.0,1,0.67631525,Procura Alta
6,1111,1,1419,68056,1250,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",General Market/Mart,MISCELANEA LA GLORIA,Donas Azucar ,BIM,105.0,4.0,26,198.64,0,0.0,1.0,1,0.8903267,Procura Alta
4,1344,1,2805,400738,30572,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ,Small Franchise,AB REGALOS MARY,Barritas Fresa ,MLA,67.0,unknown,7,43.75,0,0.0,1.0,1,0.90131915,Procura Alta
4,1344,1,2805,400738,30572,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ,Small Franchise,AB  REGALOS MARY,Barritas Fresa ,MLA,67.0,unknown,7,43.75,0,0.0,1.0,1,0.90131915,Procura Alta
6,1368,4,6601,6119069,37057,2260 GONZALEZ GALLO,JALISCO,Small Franchise,F  GDL S394 SAN EUGENIO,Choco Roles ,MLA,80.0,2.0,24,181.92,0,0.0,1.0,1,0.9284092,Procura Alta
6,1331,1,1004,4683401,2233,2254 AUTLAN_BM,JALISCO,NO IDENTIFICADO,NO IDENTIFICADO,Pan Blanco ,BIM,640.0,unknown,12,239.28,0,0.0,1.0,1,0.7202082,Procura Alta
6,1245,1,1127,1440936,1240,2036 APIZACO MARINELA,TLAXCALA,General Market/Mart,DISTRIBUIDORA DE ABARROTES RIVERA S A DE C V,Mantecadas Vainilla ,BIM,125.0,4.0,8,67.04,0,0.0,1.0,1,0.785903,Procura Alta
4,1120,1,1606,368602,30415,2018 AG. TEPALCATES 2,"MÉXICO, D.F.",Individual,ARACELI,Polvoroncitos Caseros ,TR,130.0,8.0,4,30.0,0,0.0,1.0,0,0.44054475,Procura Baixa
4,1222,1,4451,54591,43069,2088 AG. CEYLAN,"MÉXICO, D.F.",Eatery,ABARROTES Y CREMERIA BETY,Pinguinos ,MLA,80.0,2.0,8,59.28,0,0.0,1.0,1,0.9200297,Procura Alta
3,1130,1,1026,321918,32802,2010 AG. LOS REYES,ESTADO DE MÉXICO,Individual,ARANDAS,Tortillas de Maiz ,MR,800.0,unknown,4,47.64,0,0.0,1.0,0,0.4072147,Procura Baixa
3,1121,1,2110,456095,32937,2016 AG. SAN LORENZO,"MÉXICO, D.F.",Small Franchise,EL FAISAN,Plativolos ,MLA,92.0,10.0,4,28.16,0,0.0,1.0,0,0.44566566,Procura Baixa
6,1236,1,1026,89158,1125,2056 PUEBLA NORTE MARINELA,PUEBLA,Individual,LORENA,Tortillinas ,TR,255.0,10.0,8,76.8,0,0.0,1.0,1,0.88813674,Procura Alta
4,1111,1,1421,1033592,1250,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.",Individual,MURO,Donas Azucar ,BIM,105.0,4.0,30,229.2,0,0.0,1.0,1,0.86609465,Procura Alta
3,2012,1,1070,78323,3631,2176 TOLUCA SAN ANTONIO,ESTADO DE MÉXICO,Small Franchise,LA SUIZA,Pan Integral ,BIM,370.0,unknown,6,98.1,0,0.0,1.0,0,0.49595296,Procura Baixa
3,1236,1,4423,84823,43068,2056 PUEBLA NORTE MARINELA,PUEBLA,Small Franchise,PRODUCTOS POPULARES SALAS DEL CENTRO S A DE C V,Rocko Tira ,MLA,44.0,10.0,20,76.8,0,0.0,1.0,1,0.8952279,Procura Alta
3,1629,1,1102,7864758,41938,2365 PUEBLA SUR BIMBO,PUEBLA,Small Franchise,LOS ARCOS,Mantecadas Nuez ,BIM,123.0,unknown,1,9.91,0,0.0,0.0,1,0.6896126,Procura Alta
5,1113,1,1421,16618,41938,2008 AG. LAGO FILT,"MÉXICO, D.F.",General Market/Mart,COMERCIALIZADORA ANTAR S A  DE C V,Mantecadas Nuez ,BIM,123.0,unknown,15,148.65,0,0.0,1.0,1,0.6509519,Procura Alta
4,1227,1,2116,13015,37268,2066 TOLUCA PONIENTE,ESTADO DE MÉXICO,General Market/Mart,MISC  LUPITA I,Mini Barritas Fresa ,MLA,185.0,15.0,7,96.81,0,0.0,1.0,1,0.5637825,Procura Alta
5,1215,1,1005,197566,693,2049 AG. IZTAPALAPA 1,"MÉXICO, D.F.",Small Franchise,EL POLLIN,Tostada Plana ,MR,175.0,15.0,4,38.4,0,0.0,1.0,0,0.43519256,Procura Baixa
